storm_id,year,month,day,hour,latitude,longitude,grade,Central pressure,Maximum sustained wind speed
5220,1952,11,4,12,25.4,129.2,Tropical Cyclone of TS intensity or higher,940,
5220,1952,11,4,18,25.9,129.8,Tropical Cyclone of TS intensity or higher,945,
5220,1952,11,5,0,26.4,130.4,Tropical Cyclone of TS intensity or higher,945,
5220,1952,11,5,6,27.9,132.1,Tropical Cyclone of TS intensity or higher,956,
5220,1952,11,5,12,29.0,134.3,Tropical Cyclone of TS intensity or higher,960,
5220,1952,11,5,18,30.0,137.0,Tropical Cyclone of TS intensity or higher,960,
5220,1952,11,6,0,31.4,140.0,Tropical Cyclone of TS intensity or higher,960,
5220,1952,11,6,6,32.3,143.3,Tropical Cyclone of TS intensity or higher,975,
5220,1952,11,6,12,33.3,148.0,Tropical Cyclone of TS intensity or higher,978,
5220,1952,11,6,18,34.0,153.0,Tropical Cyclone of TS intensity or higher,980,
5220,1952,11,7,0,35.3,160.0,Tropical Cyclone of TS intensity or higher,985,
5220,1952,11,7,6,36.7,168.0,Tropical Cyclone of TS intensity or higher,988,
5220,1952,11,7,12,38.7,177.0,Tropical Cyclone of TS intensity or higher,988,
5220,1952,11,7,18,41.0,187.0,Tropical Cyclone of TS intensity or higher,990,
5221,1952,11,6,18,8.1,150.0,Tropical Depression,1008,
5221,1952,11,7,0,8.4,149.4,Tropical Depression,1006,
5221,1952,11,7,6,8.9,148.8,Tropical Depression,1006,
5221,1952,11,7,12,9.3,148.2,Tropical Depression,1006,
5221,1952,11,7,18,10.0,147.5,Tropical Depression,1006,
5221,1952,11,8,0,10.7,147.2,Tropical Depression,1006,
5221,1952,11,8,6,11.4,147.0,Tropical Depression,1004,
5221,1952,11,8,12,12.1,146.9,Tropical Depression,1002,
5221,1952,11,8,18,12.8,146.7,Tropical Depression,1000,
5221,1952,11,9,0,13.4,146.1,Tropical Depression,1000,
5221,1952,11,9,6,14.5,144.0,Tropical Cyclone of TS intensity or higher,1000,
5221,1952,11,9,12,15.3,142.2,Tropical Cyclone of TS intensity or higher,995,
5221,1952,11,9,18,16.0,140.2,Tropical Cyclone of TS intensity or higher,985,
5221,1952,11,10,0,16.2,138.3,Tropical Cyclone of TS intensity or higher,980,
5221,1952,11,10,6,16.2,136.5,Tropical Cyclone of TS intensity or higher,978,
5221,1952,11,10,12,16.2,134.8,Tropical Cyclone of TS intensity or higher,945,
5221,1952,11,10,18,16.2,133.2,Tropical Cyclone of TS intensity or higher,920,
5221,1952,11,11,0,16.2,131.6,Tropical Cyclone of TS intensity or higher,915,
5221,1952,11,11,6,16.2,130.2,Tropical Cyclone of TS intensity or higher,915,
5221,1952,11,11,12,16.2,128.7,Tropical Cyclone of TS intensity or higher,920,
5221,1952,11,11,18,16.2,127.2,Tropical Cyclone of TS intensity or higher,920,
5221,1952,11,12,0,16.3,125.8,Tropical Cyclone of TS intensity or higher,920,
5221,1952,11,12,6,16.6,124.2,Tropical Cyclone of TS intensity or higher,925,
5221,1952,11,12,12,17.4,123.3,Tropical Cyclone of TS intensity or higher,935,
5221,1952,11,12,18,18.8,123.0,Tropical Cyclone of TS intensity or higher,935,
5221,1952,11,13,0,19.8,122.1,Tropical Cyclone of TS intensity or higher,935,
5221,1952,11,13,6,20.7,121.0,Tropical Cyclone of TS intensity or higher,945,
5221,1952,11,13,12,21.5,120.3,Tropical Cyclone of TS intensity or higher,960,
5221,1952,11,13,18,22.4,119.6,Tropical Cyclone of TS intensity or higher,970,
5221,1952,11,14,0,24.2,119.5,Tropical Cyclone of TS intensity or higher,980,
5221,1952,11,14,6,24.7,120.0,Tropical Cyclone of TS intensity or higher,990,
5221,1952,11,14,12,25.7,122.1,Tropical Cyclone of TS intensity or higher,995,
5221,1952,11,14,18,27.0,124.2,Tropical Cyclone of TS intensity or higher,995,
5221,1952,11,15,0,27.8,126.5,Tropical Cyclone of TS intensity or higher,1000,
5221,1952,11,15,6,28.8,129.1,Tropical Cyclone of TS intensity or higher,1002,
5221,1952,11,15,12,30.6,133.6,Extra-tropical Cyclone,1008,
5221,1952,11,15,18,30.8,138.4,Extra-tropical Cyclone,1008,
5221,1952,11,16,0,30.9,142.8,Extra-tropical Cyclone,1008,
5221,1952,11,16,6,31.0,147.0,Extra-tropical Cyclone,1008,
5221,1952,11,16,12,31.0,150.0,Extra-tropical Cyclone,1008,
5221,1952,11,16,18,31.0,153.0,Extra-tropical Cyclone,1010,
5221,1952,11,17,0,31.0,156.0,Extra-tropical Cyclone,1014,
5222,1952,11,16,0,13.5,143.5,Tropical Depression,1008,
5222,1952,11,16,6,14.0,142.0,Tropical Depression,1006,
5222,1952,11,16,12,14.2,140.5,Tropical Depression,1004,
5222,1952,11,16,18,14.3,138.7,Tropical Depression,1000,
5222,1952,11,17,0,14.5,136.1,Tropical Cyclone of TS intensity or higher,998,
5222,1952,11,17,6,14.7,134.2,Tropical Cyclone of TS intensity or higher,995,
5222,1952,11,17,12,15.4,131.5,Tropical Cyclone of TS intensity or higher,985,
5222,1952,11,17,18,16.4,129.2,Tropical Cyclone of TS intensity or higher,980,
5222,1952,11,18,0,17.0,128.3,Tropical Cyclone of TS intensity or higher,978,
5222,1952,11,18,6,17.2,127.9,Tropical Cyclone of TS intensity or higher,970,
5222,1952,11,18,12,17.8,127.4,Tropical Cyclone of TS intensity or higher,970,
5222,1952,11,18,18,18.7,127.3,Tropical Cyclone of TS intensity or higher,965,
5222,1952,11,19,0,19.6,127.3,Tropical Cyclone of TS intensity or higher,960,
5222,1952,11,19,6,20.4,127.1,Tropical Cyclone of TS intensity or higher,962,
5222,1952,11,19,12,21.2,127.0,Tropical Cyclone of TS intensity or higher,962,
5222,1952,11,19,18,21.9,127.1,Tropical Cyclone of TS intensity or higher,965,
5222,1952,11,20,0,22.7,127.2,Tropical Cyclone of TS intensity or higher,970,
5222,1952,11,20,6,23.8,127.9,Tropical Cyclone of TS intensity or higher,975,
5222,1952,11,20,12,24.9,128.6,Tropical Cyclone of TS intensity or higher,975,
5222,1952,11,20,18,25.8,129.6,Tropical Cyclone of TS intensity or higher,980,
5222,1952,11,21,0,26.7,130.8,Tropical Cyclone of TS intensity or higher,980,
5222,1952,11,21,6,27.2,132.5,Tropical Cyclone of TS intensity or higher,990,
5222,1952,11,21,12,27.9,134.9,Tropical Cyclone of TS intensity or higher,995,
5222,1952,11,21,18,28.3,137.4,Tropical Cyclone of TS intensity or higher,1002,
5222,1952,11,22,0,28.5,140.0,Tropical Cyclone of TS intensity or higher,1006,
5222,1952,11,22,6,28.8,142.5,Extra-tropical Cyclone,1008,
5222,1952,11,22,12,29.2,145.1,Extra-tropical Cyclone,1010,
5222,1952,11,22,18,29.9,148.1,Extra-tropical Cyclone,1012,
5222,1952,11,23,0,30.1,150.1,Extra-tropical Cyclone,1014,
5222,1952,11,23,6,30.3,153.9,Extra-tropical Cyclone,1010,
5222,1952,11,23,12,31.6,156.7,Extra-tropical Cyclone,1014,
5222,1952,11,23,18,32.9,159.7,Extra-tropical Cyclone,1014,
5222,1952,11,24,0,32.6,161.5,Extra-tropical Cyclone,1016,
5222,1952,11,24,6,31.5,163.5,Extra-tropical Cyclone,1012,
5222,1952,11,24,12,33.5,168.0,Extra-tropical Cyclone,1010,
5222,1952,11,24,18,35.5,171.4,Extra-tropical Cyclone,1006,
5222,1952,11,25,0,36.5,175.5,Extra-tropical Cyclone,1006,
5222,1952,11,25,6,37.9,179.0,Extra-tropical Cyclone,1002,
5222,1952,11,25,12,38.6,182.4,Extra-tropical Cyclone,998,
5223,1952,11,20,12,6.7,144.4,Tropical Depression,1004,
5223,1952,11,20,18,7.5,142.4,Tropical Depression,1000,
5223,1952,11,21,0,7.8,140.2,Tropical Depression,1000,
5223,1952,11,21,6,8.2,137.7,Tropical Depression,1000,
5223,1952,11,21,12,8.3,135.7,Tropical Depression,1000,
5223,1952,11,21,18,8.4,133.1,Tropical Depression,1000,
5223,1952,11,22,0,8.5,131.1,Tropical Depression,1000,
5223,1952,11,22,6,9.7,129.4,Tropical Depression,998,
5223,1952,11,22,12,11.4,128.9,Tropical Depression,995,
5223,1952,11,22,18,12.7,128.5,Tropical Depression,995,
5223,1952,11,23,0,13.7,127.7,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,23,6,14.9,126.9,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,23,12,15.3,125.5,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,23,18,14.8,124.7,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,24,0,14.5,124.2,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,24,6,15.2,124.1,Tropical Cyclone of TS intensity or higher,985,
5223,1952,11,24,12,15.7,123.7,Tropical Cyclone of TS intensity or higher,980,
5223,1952,11,24,18,16.4,123.0,Tropical Cyclone of TS intensity or higher,980,
5223,1952,11,25,0,17.0,122.3,Tropical Cyclone of TS intensity or higher,980,
5223,1952,11,25,6,17.7,122.0,Tropical Cyclone of TS intensity or higher,980,
5223,1952,11,25,12,18.2,121.6,Tropical Cyclone of TS intensity or higher,980,
5223,1952,11,25,18,19.0,121.1,Tropical Cyclone of TS intensity or higher,982,
5223,1952,11,26,0,19.9,120.6,Tropical Cyclone of TS intensity or higher,982,
5223,1952,11,26,6,20.7,120.3,Tropical Cyclone of TS intensity or higher,982,
5223,1952,11,26,12,21.7,120.5,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,26,18,22.5,120.0,Tropical Cyclone of TS intensity or higher,990,
5223,1952,11,27,0,23.5,119.9,Tropical Cyclone of TS intensity or higher,995,
5223,1952,11,27,6,23.7,119.7,Extra-tropical Cyclone,1004,
5223,1952,11,27,12,25.6,120.5,Extra-tropical Cyclone,1000,
5224,1952,12,4,0,17.0,176.0,Tropical Cyclone of TS intensity or higher,1000,
5224,1952,12,4,6,17.5,174.5,Tropical Cyclone of TS intensity or higher,1000,
5224,1952,12,4,12,17.8,173.0,Tropical Cyclone of TS intensity or higher,1000,
5224,1952,12,4,18,17.7,171.5,Tropical Cyclone of TS intensity or higher,1000,
5224,1952,12,5,0,17.0,170.0,Tropical Cyclone of TS intensity or higher,990,
5224,1952,12,5,6,16.0,169.0,Tropical Cyclone of TS intensity or higher,990,
5224,1952,12,5,12,15.3,168.3,Tropical Cyclone of TS intensity or higher,995,
5224,1952,12,5,18,14.7,167.7,Tropical Cyclone of TS intensity or higher,1002,
5225,1952,12,13,6,7.5,129.0,Tropical Depression,1000,
5225,1952,12,13,12,9.9,127.9,Tropical Depression,1000,
5225,1952,12,13,18,11.8,127.3,Tropical Depression,1004,
5225,1952,12,14,0,13.0,125.9,Tropical Depression,1006,
5225,1952,12,14,6,12.6,124.2,Tropical Depression,1004,
5225,1952,12,14,12,11.9,123.6,Tropical Depression,1008,
5225,1952,12,14,18,12.5,123.0,Tropical Depression,1008,
5225,1952,12,15,0,12.3,122.2,Tropical Depression,1008,
5225,1952,12,15,6,13.0,120.0,Tropical Depression,1004,
5225,1952,12,15,12,12.7,119.0,Tropical Depression,1004,
5225,1952,12,15,18,12.8,118.0,Tropical Depression,1004,
5225,1952,12,16,0,12.8,116.7,Tropical Depression,1004,
5225,1952,12,16,6,12.8,116.0,Tropical Depression,1004,
5225,1952,12,16,12,12.8,115.0,Tropical Depression,1004,
5225,1952,12,16,18,12.8,114.0,Tropical Cyclone of TS intensity or higher,1000,
5225,1952,12,17,0,12.9,113.2,Tropical Cyclone of TS intensity or higher,990,
5225,1952,12,17,6,12.7,112.8,Tropical Cyclone of TS intensity or higher,990,
5225,1952,12,17,12,12.6,112.9,Tropical Cyclone of TS intensity or higher,990,
5225,1952,12,17,18,12.6,113.1,Tropical Cyclone of TS intensity or higher,990,
5225,1952,12,18,0,12.8,113.2,Tropical Cyclone of TS intensity or higher,990,
5225,1952,12,18,6,12.9,112.8,Tropical Cyclone of TS intensity or higher,995,
5225,1952,12,18,12,12.9,112.3,Tropical Cyclone of TS intensity or higher,995,
5225,1952,12,18,18,12.8,112.0,Tropical Cyclone of TS intensity or higher,995,
5225,1952,12,19,0,12.8,111.6,Tropical Cyclone of TS intensity or higher,1000,
5225,1952,12,19,6,12.8,111.3,Tropical Cyclone of TS intensity or higher,1002,
5225,1952,12,19,12,12.8,111.0,Tropical Cyclone of TS intensity or higher,1002,
5225,1952,12,19,18,12.8,110.6,Tropical Cyclone of TS intensity or higher,1005,
5225,1952,12,20,0,12.8,110.2,Tropical Depression,1010,
5226,1952,12,18,0,7.6,141.0,Tropical Cyclone of TS intensity or higher,996,
5226,1952,12,18,6,8.1,139.1,Tropical Cyclone of TS intensity or higher,996,
5226,1952,12,18,12,8.5,137.5,Tropical Cyclone of TS intensity or higher,996,
5226,1952,12,18,18,8.7,136.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,19,0,8.9,135.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,19,6,9.3,134.7,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,19,12,9.8,133.3,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,19,18,10.4,131.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,20,0,11.5,129.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,20,6,11.9,128.0,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,20,12,12.3,126.2,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,20,18,12.3,125.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,21,0,12.3,124.7,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,21,6,12.3,123.6,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,21,12,12.3,122.8,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,21,18,12.5,121.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,22,0,12.6,119.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,22,6,12.8,118.6,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,22,12,12.9,117.0,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,22,18,13.0,116.0,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,23,0,13.5,115.1,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,23,6,13.6,113.9,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,23,12,13.8,112.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,23,18,13.9,111.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,24,0,14.0,110.5,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,24,6,14.1,109.9,Tropical Cyclone of TS intensity or higher,990,
5226,1952,12,24,12,14.3,109.0,Tropical Cyclone of TS intensity or higher,990,
5227,1952,12,27,18,7.0,167.0,Tropical Depression,1000,
5227,1952,12,28,0,7.5,167.0,Tropical Cyclone of TS intensity or higher,998,
5227,1952,12,28,6,7.8,167.0,Tropical Cyclone of TS intensity or higher,985,
5227,1952,12,28,12,8.0,165.9,Tropical Cyclone of TS intensity or higher,985,
5227,1952,12,28,18,8.5,164.8,Tropical Cyclone of TS intensity or higher,985,
5227,1952,12,29,0,9.0,163.5,Tropical Cyclone of TS intensity or higher,985,
5227,1952,12,29,6,9.8,160.7,Tropical Cyclone of TS intensity or higher,985,
5227,1952,12,29,12,10.0,159.0,Tropical Cyclone of TS intensity or higher,980,
5227,1952,12,29,18,10.3,157.4,Tropical Cyclone of TS intensity or higher,980,
5227,1952,12,30,0,10.6,155.2,Tropical Cyclone of TS intensity or higher,975,
5227,1952,12,30,6,10.9,152.2,Tropical Cyclone of TS intensity or higher,960,
5227,1952,12,30,12,11.1,150.0,Tropical Cyclone of TS intensity or higher,960,
5227,1952,12,30,18,11.1,148.0,Tropical Cyclone of TS intensity or higher,955,
5227,1952,12,31,0,11.5,145.7,Tropical Cyclone of TS intensity or higher,955,
5227,1952,12,31,6,11.6,143.4,Tropical Cyclone of TS intensity or higher,955,
5227,1952,12,31,12,11.8,141.3,Tropical Cyclone of TS intensity or higher,960,
5227,1952,12,31,18,12.8,139.5,Tropical Cyclone of TS intensity or higher,960,
5227,1953,1,1,0,13.5,138.4,Tropical Cyclone of TS intensity or higher,955,
5227,1953,1,1,6,14.1,137.3,Tropical Cyclone of TS intensity or higher,950,
5227,1953,1,1,12,14.8,136.2,Tropical Cyclone of TS intensity or higher,950,
5227,1953,1,1,18,15.3,135.2,Tropical Cyclone of TS intensity or higher,955,
5227,1953,1,2,0,16.4,134.9,Tropical Cyclone of TS intensity or higher,955,
5227,1953,1,2,6,17.8,134.3,Tropical Cyclone of TS intensity or higher,955,
5227,1953,1,2,12,18.7,134.3,Tropical Cyclone of TS intensity or higher,955,
5227,1953,1,2,18,19.7,135.2,Tropical Cyclone of TS intensity or higher,960,
5227,1953,1,3,0,20.2,136.2,Tropical Cyclone of TS intensity or higher,960,
5227,1953,1,3,6,21.4,137.9,Tropical Cyclone of TS intensity or higher,965,
5227,1953,1,3,12,22.0,139.5,Tropical Cyclone of TS intensity or higher,970,
5227,1953,1,3,18,22.1,142.8,Tropical Cyclone of TS intensity or higher,975,
5227,1953,1,4,0,22.6,144.9,Tropical Cyclone of TS intensity or higher,990,
5227,1953,1,4,6,23.1,148.3,Tropical Cyclone of TS intensity or higher,995,
5227,1953,1,4,12,23.2,152.0,Tropical Cyclone of TS intensity or higher,995,
5227,1953,1,4,18,23.5,156.4,Tropical Cyclone of TS intensity or higher,995,
5227,1953,1,5,0,23.6,159.6,Tropical Cyclone of TS intensity or higher,1000,
5227,1953,1,5,6,23.5,162.8,Tropical Cyclone of TS intensity or higher,1000,
5227,1953,1,5,12,24.0,167.0,Tropical Depression,1000,
5227,1953,1,5,18,25.0,169.8,Tropical Depression,1000,
5227,1953,1,6,0,26.0,172.0,Extra-tropical Cyclone,1002,
5227,1953,1,6,6,26.0,176.0,Extra-tropical Cyclone,1006,
5301,1953,2,20,6,8.3,153.2,Tropical Cyclone of TS intensity or higher,1000,
5301,1953,2,20,12,9.2,151.9,Tropical Cyclone of TS intensity or higher,1000,
5301,1953,2,20,18,9.9,150.2,Tropical Cyclone of TS intensity or higher,1000,
5301,1953,2,21,0,10.2,148.5,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,21,6,10.6,146.7,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,21,12,11.2,145.4,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,21,18,12.2,144.5,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,22,0,12.8,143.4,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,22,6,13.2,142.3,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,22,12,13.6,141.3,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,22,18,13.7,140.4,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,23,0,13.9,139.3,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,23,6,14.2,138.3,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,23,12,14.2,136.9,Tropical Cyclone of TS intensity or higher,980,
5301,1953,2,23,18,14.0,135.8,Tropical Cyclone of TS intensity or higher,990,
5301,1953,2,24,0,13.8,134.8,Tropical Cyclone of TS intensity or higher,990,
5301,1953,2,24,6,13.8,133.5,Tropical Cyclone of TS intensity or higher,995,
5301,1953,2,24,12,13.8,132.0,Tropical Cyclone of TS intensity or higher,995,
5301,1953,2,24,18,13.8,130.4,Tropical Cyclone of TS intensity or higher,1000,
5301,1953,2,25,0,13.3,128.0,Tropical Cyclone of TS intensity or higher,1000,
5301,1953,2,25,6,13.2,126.7,Tropical Cyclone of TS intensity or higher,1006,
5301,1953,2,25,12,12.3,125.8,Tropical Depression,1012,
5301,1953,2,25,18,11.7,124.5,Tropical Depression,1012,
5301,1953,2,26,0,10.0,122.2,Tropical Depression,1012,
5302,1953,5,29,0,8.0,146.0,Tropical Depression,1006,
5302,1953,5,29,6,8.3,145.2,Tropical Cyclone of TS intensity or higher,1000,
5302,1953,5,29,12,8.3,144.1,Tropical Cyclone of TS intensity or higher,998,
5302,1953,5,29,18,8.4,143.0,Tropical Cyclone of TS intensity or higher,998,
5302,1953,5,30,0,8.6,141.8,Tropical Cyclone of TS intensity or higher,997,
5302,1953,5,30,6,8.9,140.2,Tropical Cyclone of TS intensity or higher,995,
5302,1953,5,30,12,9.2,138.8,Tropical Cyclone of TS intensity or higher,995,
5302,1953,5,30,18,9.5,137.4,Tropical Cyclone of TS intensity or higher,995,
5302,1953,5,31,0,9.9,136.0,Tropical Cyclone of TS intensity or higher,995,
5302,1953,5,31,6,10.3,134.8,Tropical Cyclone of TS intensity or higher,990,
5302,1953,5,31,12,10.5,133.7,Tropical Cyclone of TS intensity or higher,988,
5302,1953,5,31,18,10.8,132.6,Tropical Cyclone of TS intensity or higher,986,
5302,1953,6,1,0,11.0,131.6,Tropical Cyclone of TS intensity or higher,985,
5302,1953,6,1,6,11.5,130.5,Tropical Cyclone of TS intensity or higher,980,
5302,1953,6,1,12,11.8,129.5,Tropical Cyclone of TS intensity or higher,970,
5302,1953,6,1,18,12.3,128.6,Tropical Cyclone of TS intensity or higher,955,
5302,1953,6,2,0,12.7,127.7,Tropical Cyclone of TS intensity or higher,945,
5302,1953,6,2,6,13.3,126.7,Tropical Cyclone of TS intensity or higher,940,
5302,1953,6,2,12,13.8,126.0,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,2,18,14.3,125.5,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,3,0,14.9,125.1,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,3,6,15.5,124.5,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,3,12,16.2,123.7,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,3,18,16.7,122.9,Tropical Cyclone of TS intensity or higher,950,
5302,1953,6,4,0,17.2,122.2,Tropical Cyclone of TS intensity or higher,990,
5302,1953,6,4,6,18.0,121.2,Tropical Cyclone of TS intensity or higher,990,
5302,1953,6,4,12,18.7,120.6,Tropical Cyclone of TS intensity or higher,990,
5302,1953,6,4,18,19.7,120.3,Tropical Cyclone of TS intensity or higher,990,
5302,1953,6,5,0,20.7,120.5,Tropical Cyclone of TS intensity or higher,992,
5302,1953,6,5,6,21.6,121.0,Tropical Cyclone of TS intensity or higher,993,
5302,1953,6,5,12,22.4,121.7,Tropical Cyclone of TS intensity or higher,993,
5302,1953,6,5,18,23.2,122.3,Tropical Cyclone of TS intensity or higher,993,
5302,1953,6,6,0,24.1,123.0,Tropical Cyclone of TS intensity or higher,990,
5302,1953,6,6,6,25.2,123.6,Tropical Cyclone of TS intensity or higher,985,
5302,1953,6,6,12,27.3,126.3,Tropical Cyclone of TS intensity or higher,985,
5302,1953,6,6,18,29.8,127.5,Tropical Cyclone of TS intensity or higher,984,
5302,1953,6,7,0,32.3,130.5,Tropical Cyclone of TS intensity or higher,988,
5302,1953,6,7,6,34.5,133.8,Tropical Cyclone of TS intensity or higher,993,
5302,1953,6,7,12,36.1,136.9,Extra-tropical Cyclone,998,
5303,1953,6,21,12,8.0,141.0,Tropical Depression,1006,
5303,1953,6,21,18,8.0,139.0,Tropical Depression,1006,
5303,1953,6,22,0,8.0,137.0,Tropical Depression,1006,
5303,1953,6,22,6,8.8,135.6,Tropical Depression,1006,
5303,1953,6,22,12,9.5,134.5,Tropical Depression,1004,
5303,1953,6,22,18,10.3,133.3,Tropical Depression,1004,
5303,1953,6,23,0,10.9,132.5,Tropical Depression,1004,
5303,1953,6,23,6,11.7,131.2,Tropical Depression,1004,
5303,1953,6,23,12,12.2,130.4,Tropical Depression,1004,
5303,1953,6,23,18,12.7,129.3,Tropical Depression,1004,
5303,1953,6,24,0,13.3,128.3,Tropical Cyclone of TS intensity or higher,1003,
5303,1953,6,24,6,13.8,127.0,Tropical Cyclone of TS intensity or higher,1002,
5303,1953,6,24,12,14.6,126.2,Tropical Cyclone of TS intensity or higher,1002,
5303,1953,6,24,18,15.1,125.1,Tropical Cyclone of TS intensity or higher,1002,
5303,1953,6,25,0,15.3,123.9,Tropical Cyclone of TS intensity or higher,1000,
5303,1953,6,25,6,15.5,123.4,Tropical Cyclone of TS intensity or higher,1000,
5303,1953,6,25,12,15.6,123.0,Tropical Cyclone of TS intensity or higher,1000,
5303,1953,6,25,18,16.1,122.5,Tropical Depression,1000,
5303,1953,6,26,0,16.8,121.5,Tropical Depression,1000,
5303,1953,6,26,6,16.3,120.2,Tropical Depression,1000,
5303,1953,6,26,12,16.0,119.1,Tropical Depression,1000,
5303,1953,6,26,18,16.8,118.0,Tropical Depression,1000,
5303,1953,6,27,0,18.0,118.0,Tropical Depression,999,
5303,1953,6,27,6,18.5,118.2,Tropical Depression,999,
5303,1953,6,27,12,19.0,118.5,Tropical Depression,998,
5303,1953,6,27,18,20.0,118.5,Tropical Depression,998,
5303,1953,6,28,0,21.1,117.9,Tropical Depression,998,
5303,1953,6,28,6,21.4,117.0,Tropical Depression,998,
5303,1953,6,28,12,21.6,116.0,Tropical Depression,998,
5303,1953,6,28,18,21.0,115.0,Tropical Depression,998,
5303,1953,6,29,0,20.0,114.6,Tropical Depression,996,
5303,1953,6,29,6,19.3,114.1,Tropical Depression,996,
5303,1953,6,29,12,19.3,113.5,Tropical Depression,994,
5303,1953,6,29,18,19.4,113.2,Tropical Depression,994,
5303,1953,6,30,0,19.5,113.0,Tropical Depression,992,
5303,1953,6,30,6,19.5,111.8,Tropical Depression,992,
5303,1953,6,30,12,19.3,110.7,Tropical Depression,992,
5303,1953,6,30,18,19.8,109.5,Tropical Depression,992,
5303,1953,7,1,0,20.4,109.0,Tropical Depression,992,
5303,1953,7,1,6,21.0,107.0,Tropical Depression,992,
5303,1953,7,1,12,21.5,107.4,Tropical Depression,992,
5303,1953,7,1,18,22.0,106.7,Tropical Depression,992,
5303,1953,7,2,0,22.8,106.0,Tropical Depression,992,
5303,1953,7,2,6,22.8,106.0,Tropical Depression,992,
5303,1953,7,2,12,22.8,106.0,Extra-tropical Cyclone,994,
5303,1953,7,2,18,22.9,105.9,Extra-tropical Cyclone,994,
5303,1953,7,3,0,23.0,105.7,Extra-tropical Cyclone,996,
5304,1953,6,26,0,5.5,147.0,Tropical Depression,1004,
5304,1953,6,26,6,5.9,146.5,Tropical Cyclone of TS intensity or higher,1002,
5304,1953,6,26,12,6.1,146.2,Tropical Cyclone of TS intensity or higher,1000,
5304,1953,6,26,18,6.4,145.8,Tropical Cyclone of TS intensity or higher,995,
5304,1953,6,27,0,6.7,145.4,Tropical Cyclone of TS intensity or higher,992,
5304,1953,6,27,6,7.3,144.4,Tropical Cyclone of TS intensity or higher,990,
5304,1953,6,27,12,7.5,143.7,Tropical Cyclone of TS intensity or higher,990,
5304,1953,6,27,18,7.6,143.0,Tropical Cyclone of TS intensity or higher,990,
5304,1953,6,28,0,7.7,142.3,Tropical Cyclone of TS intensity or higher,990,
5304,1953,6,28,6,8.4,141.5,Tropical Cyclone of TS intensity or higher,985,
5304,1953,6,28,12,9.1,140.8,Tropical Cyclone of TS intensity or higher,970,
5304,1953,6,28,18,10.0,140.0,Tropical Cyclone of TS intensity or higher,960,
5304,1953,6,29,0,11.0,139.2,Tropical Cyclone of TS intensity or higher,956,
5304,1953,6,29,6,12.4,137.9,Tropical Cyclone of TS intensity or higher,930,
5304,1953,6,29,12,13.4,136.7,Tropical Cyclone of TS intensity or higher,920,
5304,1953,6,29,18,13.9,135.4,Tropical Cyclone of TS intensity or higher,920,
5304,1953,6,30,0,14.1,134.1,Tropical Cyclone of TS intensity or higher,910,
5304,1953,6,30,6,14.9,133.3,Tropical Cyclone of TS intensity or higher,910,
5304,1953,6,30,12,15.3,132.2,Tropical Cyclone of TS intensity or higher,910,
